content,target,category,score
어제부터 앱이 실행이 안되서 제거하고 재실행을 몇번이나 했는데도 왜안되는거죠 다른글처럼 인터넷으로 들어가서 해도 마찬가지네요 넷플렉스 단어만 떠있다가 안내창에 디바이스에 오류가 발생하였습니다. 디바이스를 재시작 해주세요(501. -109) 요렇게 뜹니다 빠른해결 부탁드려요,1,1,3.0
영상시청하다가 화면 탭 하면 일시정지버튼이나 자막 등 설정창이 나타나는데 예전엔 다시 화면 탭하면 바로 사라졌지만 요즘은 탭을 해도 사라지지가 않고 일정시간 지나야 없어지네요 너무 불편합니다,1,2,3.0
왜케 복잡하게 업뎃한거가요? 카테고리는 다 어디갔어요? 방송사. 예능.드라마 이렇게 들어가서 찾고 다시보고 싶은데 이건 최신으로 홈에 뜨는거만 봐야하겠는데요? 그리고 왜 예전 회차 찾아서 들어가면 재생기능이 없어요? 다시 또 찾아서 재생 눌러야하고 다시보기가 왜 이렇게 힘들어요 이렇게 할거면 공지에 하나부터 열까지 다시보기 사용방법이라도 쫌 올려주세요,1,2,3.0
영상이 재생이 안되잖아 도둑놈들아 계속 재생 눌러도 안열린다고요 진짜 짜증나죽겠네..... 계정 등급도 이미 설정했는데 뭐가문제냐고 아 진짜 돈도 받아먹으면서 이따위로 앱을 만드는 이유가뭡니까 영상하나보려고 뭔짓하고있는건지ㅋㅋㅋ,1,3,1.0
업글이후로 전부엉망이네요..이게 도대체 며칠째입니까..빨리 복구하시고 이용못한 일수만큼 배상하세요,0,0,0.0
별 하나도 아까울 정도임 한국이 만만하냐 디즈니? 배속도 구려 자막도 구려 다른 나라랑 회차 올라오는것도 차별해 다른나라에는 올라오는거 한국은 안올려주고 기다리게 하고 그런다고 구독 해지 안할거 같음? 정신 똑바로 차려 이 각박한 세상 속에서. 니들이 마블 빼고 뭐가 잘나서 배짱 장사야 한국 진출 완전 준비 된것처럼 홍보 하더니 까보니까 뭣도 없어 니들이 구독자가 빨리 떨어지는 이유가 다 있는거야 이럴거면 한국 사업 접어 마블말고는 뭣도 없는 주제에 사용하면서 개빡치게 만들거면 접으라고!,0,0,0.0
애설치하여 가입하려는데 앱쓰면서 컴맹폰맹된 느낌은 처음. 리뷰보니 앱도 시덥잖아보여 패씽합니다. 기사보고 토종이라는 말에끌려왔는데 잘못된생각.,0,0,0.0
대체 왜!! 일드 보다가 다음회차 눌렀는데 갑자기 꼰대인턴이 나오더니 그뒤로는 마구 강제종료만 반복됨. 왜 이러는거에요? 하아,1,3,1.0
업데이트 후 진짜 불편해 졌어요... 넷플릭스에 비해 직관적이고 세부적인 디자인이 마음에 들었던 건데 이래서야 넷플이 더 낫네요; 아 그리고 업뎃 이후로 갤탭에서 사용할 때 화면이 깜빡거려요... 업그레이드가 아니라 다운그레이드군요,1,1,2.0
와이파이 데이터 다 잘 터질때 보는데 중간에 1~2분 간격으로 영상은 정지됬는데 소리만 나고 유투브나 티빙같은거는 멀쩡히 잘되는데 넷플릭스만 그러네요 결국 보다가 짜증나서 보지도 못하고 삭제하고 다시 깔아도 똑같네요,1,3,2.0
진짜 다시는 사용 안합니다 지금 뭐하자는 겁니까?저는 분명 한달 무료로 신청했고 해지를 미리했는데 통장보다가 여기서 만삼천구백원 결제됐다는거 보고 놀라서 들어왔더니 자기들 멋대로 이상한 코인 주고 이 코인 지급일 32일 이후에 해지할수 있다뇨?. 전 이코인 받는다고 한적도 없고 몇주동안 들어오지도 않았는데 지금 진짜 이게 무슨상황인건가요 28000원 허공에다 날리라는 건가요??무슨 방송이 있나 궁금해서 한번 신청해본건데 지금 뭐하자는 건가요 이런식으로 하시면 안돼죠 이런일당하면 이 앱을 또 쓰고싶어질까요?제가 넷플도 써보고 왓챠플레이를 현재까지 쓰고있는 사람으로써 이런경우 너무 황당하네요 전 분명 일찍이 해지를 신청했는데 멋대로 코인줘놓고 해지도 못하게 하고 32일이후에나 해지를 하라뇨 이정도면 사기아닌가요?환불요청드립니다 이건 아니죠 해지라도 할수있게 해주던가 왜 해지도 제마음대로 못하게 해요 그럼 덜 화났을겁니다 이정도면 소비자기만입니다,0,0,0.0
아니 영상 이렇게 안보여 지나요? 며칠이 지났는데도 계속 튕기고 이거 문제 해결이 되긴 하나요?,0,0,0.0
검정색 화면에서 먹통입니다. 잘 사용중이였으나 갑자기 실행 시키면 검은색 화면에서 먹통이 되어버리네요. 삭제 후 재설치 해도 안되고 답답합니다.,1,1,1.0
오..웨이브 엄청 거지같아졌군요 오랜만에 다시 결제한 날에 바로 오류여서 일주일 이상 아무것도 못했는데 보상은 안해주는군요ㅋㅋㅋ 기부했다고 치겠습니다^^ 운영진들은 모두 ㄱ지근성이 있나봅니다 사람가려가면서 보상주시고;; 이게 사기가 아니면 뭔가 싶네요 보상 다 줄것처럼 공지하지나 말지 곧 끝나니 다신 안볼겁니다🥰,0,0,0.0
오늘 10시30분경에 자동결제 되어서 바로 해지신청했는데 환불은 안되는건가요? 환불은 안되고 9월30일까지 사용하라고 하는건가요? 환불처리해주세요,0,0,0.0
로그인안됨.로그인하라해서 몇번쳐도 빈 창만뜨고 사람성질나게함.겨우 아이디하고치면 다음단계 안나옴.완전짜증남.,1,1,1.0
접속오류... 정말 싫네요....저는 라이브 안봅니다. 잘보던중에 갑자기 다음화로 넘어가지도 않고 다시 앱켜니까 접속오류 나있고... 라이브나 보고 있으라니요. 저는 간편라이브 보려고 정기결제 하고 보는거 아닌데요??? 대체 조금만이라는게 몇분째인가요??,1,1,1.0
밝기랑 음량 잠금기능 같은거 없나요? 레노버 태블릿으로 시청하는데 네비게이션바를 꺼내는데 밝기랑 음량 쪽에 터치가 계속 되서 엄청 불편하네요,1,2,3.0
방금 멤버십 갱신하고 결제까지 다했는데 바로 튕기고서는 앱을 지웠다깔아도 계속 튕기는데 이거 뭐하자는건가요?? 먹튀하겠다는것도 아니고,0,0,0.0
1월25일 업데이트 된 이후 계속 와이파이 이용 시 범퍼링 무한 반복.. 데이터로 보면 범퍼링 없음.. 뭐야?? wavve땜시 데이터를 늘려야하나?? 돈 더 쓰게 만드는 이상한 앱.. 이젠 사용 안할란다~~,1,3,2.0
아니 이렇게 심각한 어플은 처음봅니다 영상재생을 파는 앱이 계속 렉에 로딩에 뭐하나 제대로 보질 못하네요 돈은 돈대로 시간은 시간대로 앗아가면서 대안책도 없는건 너무한 거 아닌가요?,1,3,1.0
계속해서 앱이 중단됩니다 재설치해도 마찬가지고. 심지어 두달전에도 똑같은 증상으로 리뷰 남겼었네요. 유료 어플이 해도 너무하네요.,1,3,1.0
"앱 삭제하고 데이터, 캐시 삭제해도 안됨 자막 구린거? 감안하고 볼 생각이었는데 구려도 너무구림 ㅜㅜ",0,0,0.0
글로벌기업 맞냐? 노트9 쓰는데 재생시 수시로 멈추고 화면은 멈춤 상태에서 소리만 나오고 아주 개판이네,1,1,1.0
담당자님 웨이브 앱과 비교 좀 해보세요. 전체 화면 보기 할 때와 영상보다 종료시 종료될 때까지 버퍼팅이 답답하네요. 웨이브앱 처럼 신속하게 작동하는 앱으로 업데이트 되기를 간절히 기대합니다.,1,3,1.0
결제하고나서 계속튕겨서 못들어가져서 앱제거하고 다시 깔려고 하는데 에러떠요 안깔리고요 이게 어떻게 해야되나요? 결제는 되고 볼수가 없어요,0,0,0.0
아니 업뎃햇는데 왜이래 저번에도 저러더니 잘보다가 한번씩 왜이럼? 안되길래 업댓떳나싶어 업뎃확인후 업뎃하고 다시 하니까 계속 네트워크 오류라고 ㅡㅡ 혹시나싶어 어플 지웠다 깔았는데도 매한가지임 장난함?,0,0,0.0
오늘 토트넘 마지막 경기 동시 접속 폭증으로 서버 터졌네.. 로그인 다들 안될겁니다. 축구 보긴 글렀으니 그냥 자야될듯. 유료인데 서버 관리 좀 잘해주세요.,1,1,1.0
잘 되다가 며칠 전부터 갑자기 영상을 틀어도 검은 화면에 소리만 들리거나 화면이 멈춰요 전에는 그래도 한 번 껐다 다시 들어가면 해결되길래 그냥 썼었는데 이젠 그냥 뭘 볼 수가 없어요 돈까지 내면서 쓰는 건데 이러면 좀 그렇네요...,1,1,1.0
아니 팝업 왜케 오류나요? 팝업으로 보다가 좀있으면 갑자기 중지돼서 다시 재생해도 안되고 티빙어플 들어와서 보던 프로그램 다시 재생해야하는데 봤던 부분으로 돌려주지도 않고 첨부터 틀어지네요^^뭐 이런 어플이 다 있죠? 너무 불편하네요 진짜...다른 어플들이랑 비교돼요 진심;;;,1,1,2.0
폴드 접속안되는거 저만그런거 아니었네요ㅋㅋ 고객센터에서도 보상해줄수 없다고하고 돈내고 호구잡혔습니다..,0,0,0.0
프로필 추가 왜사라졌나요 동시 시청가능한 회선인데 시청목록 섞이는거 너무불편해요 더 좋은서비스제공은 못할망정 왜 있는 서비스도 없애는건지,1,2,2.0
"프리미엄 요금제해도 앱 깔리는 스마트 기기는 제한적.지원계획도 없고...LG, 삼성 TV 만 써야하나!!!!",0,0,0.0
로그인 해도 계속 처음화면으로 돌아가는데 진짜 돌아버리겠네. 이미 결제까지 한 아이디 로그인이 안되게 하면 됩니까,1,1,1.0
스마트티비에서 잘 되던 왓챠가 지난 주말부터 계속 로딩 잠깐 뜨고 아예 실행이 안됩니다.. 빠른 확인 부탁드려요.. 너무 불편합니다,1,3,1.0
"레노버 태블릿에서 영상이 버벅여서 도저히 볼 수가 없습니다. 다운로드하고 봐도 버벅입니다, 패치나올때마다 다운받는데 오히려 더 안좋아지기만 하네요, 도대체 매번 뭘고치는건지 ㅡㅡ",1,3,1.0
업뎃이 나무느리게되네요 업뎃전에는 방송끝나면 바로 다시보기 바로떴는데 업뎃후 하루가지나도 업뎃이안되네요.. 결제한걸 후회되게 하진말아주세요...,0,0,0.0
팝업플레이 왜 없앴냐? Pip모드는 크기조정 불가이고 앱 자체를 팝업으로 쓰면 화면 크기조절 어렵고 왜 그러냐? 지상파 3사 등에업고 배째라 하는건가? 퀵동영상은 방송 끝나도 1일 이상 방치하는게 허다하고. 좀 잘해봅시다. 라이브채널 다 빠져서 볼것도 없던데.,1,2,3.0
"와 버퍼링 미친것 같네요 5초에 한번씩 멈추니 영상을 도저히 볼수가 없어요 정말 돈 아깝습니다. 핫스팟, 와이파이 전부다 재시도했는데 그냥 앱 자체가 문젠거같네요 저말고도 티빙 버퍼링 심하다는 후기 여럿보이던데 제발제발 개선 좀 해주세요 진짜 미칠거같아요 힐링하려고 다시보기하다가 되려 스트레스 받았습니다;",1,3,3.0
"비슷한,관련컨텐츠를 없애고 상세검색분류를 넣어요. 장르별 ㅡ국가별 이렇게요. 컨텐츠가 없어서 이렇게 뭉뚱그려놓는건 진짜 아니죠. 차라리 깔끔하게 정리좀 해주세요",1,2,3.0
프리미어리그 마지막경기 보려는데 로그인 안됩니다... 오늘위해 결제한건데 어떻게 보상하실겁니까?,0,0,0.0
팝업창 안된다는데 대체 며칠동안 나몰라라 하면서 있는거에요 카톡으로 문의해라 이런 형식적인 답변말고 어플 수정해서 업데이트나 좀 하세요 가만히 있는다고 호구로 보나 비싼 모델 쓰기전에 개발에 투자좀 하세요,0,0,0.0
저번주부터 다운받을려고 하면 네트워크 연결이 끊어졌습니다 네트워크 상태를 확인해주세요 라고 뜨면서 다운이 안됩니다 왜그러는 건가요,0,0,0.0
제트플립3쓰는데 이 기기와 호환이 되지 않는다면서 다운이 안되는데 이게 무슨일인가요.. 답변 부탁드립니다.,1,1,1.0
아니 월정액도 끊는데 개별구매가 있으면 뭐하로 월정액을 끊는겁니까? 어이없고 짜증만 나네요 다신 안쓸꺼같아오,0,0,0.0
제가 애니메이션을 좋아하고 애니메이션이 아닌 영화를 보려해도 별로 종류가 없어요 종류를 더 많이 늘려주세요,0,0,0.0
솔직히 옥수수때가 낫다 옥수수 무료영화도있었는데 해택은 줄이면서 sk통신가입자 동일조건이라고 허위광고해서 옮겨타기하고,0,0,0.0
보고있는데 갑자기 팅기더니 접속할 수가 없다고 뜨고 앱 지웠다 다시 설치할려고해도 76%에서 안넘어가고 이거 뭐야?,1,1,2.0
"어플 터치하면 넷플릭스 뜨고 그 다음화면으로 안넘어가요, 몇일째이러는데 이거 어떻게해야하나요 해지도안되고 뭘 할수가없네요,불편하게 더이상 결제 안되게해야 되는데 어떻게 해야될지모르겟어요,해결 좀 해주세요!!!!",0,0,0.0
방금 업데이트를 했는데도 영상이 계속 끊겨요. 며칠째 고쳐지질 않아서 제대로 본 게 없어요. 진짜 돈아까워요.😠,1,3,1.0
아니 이엡을 들어가면 wavve가 계속 중단됌 이라고 뜸 우리 가족 다이러는데 빨리 고쳐주시길 아참 그리고 지웠다 깔아보기도함,0,0,0.0
잘 사용하고 있엇는데 갑자기 돈은 자동이체 해놓고는 이용권이 없다고 뜨네요 다시 구매할려고 누르면 오류 라면서 이미 구독중이라고 하네요 이 문제 좀 빨리 해결부탁 드려요,0,0,0.0
쓰레기앱입니다 실시간 온에어 보려고 설치 했더니 로그인 해도 광고만 계속 보여주고 모바일은 못보게 막아놓고 어이가 없네 ㅋㅋ 당장 삭제하세요,0,0,0.0
최악.... 중계권을 팔던지 해야지 지상파 중계막아버리고 ... 쿠팡와우 회원인데 그냥 짜증나고 크팡정책이 양아치라 싹다 앱삭제및보이콧 불매 선언한다 다음에는 돈 없으면 이런 국민들 전체적인 경기를 사업적으로 이용하지마세요,0,0,0.0
4인 UHD멤버십인데 화질실화냐? 돈받아쳐먹고 보란듯이 SD화질 뿌리네 이정도면 사기성이 다분하다고 생각한다. 니네 생각은어떠냐? 여기댓글들을 읽기는하냐 발전이없어 배째라고있네 답없는것들ㅉㅉ,0,0,0.0
"별1도 아까운 최악의 돈 밝히는 어플. 볼것도 너무 없을뿐더러..사용 자체도 불편함.. 화면 구성 최악, 밝기볼륨 조절 등 문제점이 한두개가아님..개이득으로 이용권 구매했다가 돈독오른 웨이브에게 잡혀 돈 펑펑쓰고 탈퇴하게 생김^^ 구관이 명관이리더니..옥수수야 그립다",0,0,0.0
"잘 보고 있었는데, 오늘 갑자기 '루팅된 기기에서는 이용할 수 없다'고 뜹니다. 무슨 일이죠???;;;;",0,0,0.0
넷플이랑 쿠플 이용자 입니다. 쿠플은 와우회원이라..제가 비교를 안할래야 안할 수가 없어요 정말ㅜㅜ수시로 렉 걸리고 뻗어 버리고 왜 넷플에서는 찾아 볼 수 없는 현상이 계속 발생하는지..이럴거면 서비스를 왜 하시는지요?ㅜㅜ 와우회원이고 뭣이고 정말..컨텐츠의 문제보다도 질낮은 앱과 개선의 여지가 없어 보이는 사측이 정말 별로입니다,0,0,0.0
퀀텀2사용자입니다.몇일째 무한로딩만 되고 재설치에도 똑같습니다.오류수정 언제하려고 이렇게 꿈뜨는지,1,3,2.0
유럽여행갔을때 보려는데 한국자막이 안되더라구요....왜 위치기반으로만 자막이 뜨는건지....유럽에는 유럽인만있는것도 아니고 그냥 간단하게 본인이 자막고르게 할수잇게하지 왜 그렇게 만든건지....,0,0,0.0
아니 적어도 실시간은 무료여야 하지 않겠습니까? 실시간도 유료면 뭘 보라는 거죠;; 예전에 무료로 잘 썼다가 유료로 변해서 지우려고 합니다.,0,0,0.0
시청시점부터 이어보기가 안 돼요 15분까지 봤는데 이어보려고 재생하면 5분부터 다시 나오는건 뭔가요 계속 이러네요ㅜ,1,1,1.0
환불해주세요 한달만됐는데 로그인해도 볼려면 자꾸 카드등록하라고 뜨고.. 아예 다른 화면으로 안넘어가고.. 사람들이 말한게 이런식이군요!!!,0,0,0.0
매우 대단하네요.1년권 다 결제끝나니 갑자기 동시접속 제한해놓고 전화는 오지라게 안받은것도 다 이해했습니다. 근데 앱 터진거 1시간이 넘게 방치하고 전용컨텐츠도 이제와서 제한 걸어버리니 1년권 끊은 의미가 없잖아요 이럴줄 알았으면 진작에 더 비싼 이용권 했지. 뭐 어째 티빙은 이용자가 아니라 티빙이 갑이야. 몇날며칠이고 전화 드려야 간신히 받아주시니까. 아주 황송 하네요.,0,0,0.0
2주 무료를 구독했고 이미 통장에서 7900원이 빠져나갔는데 시청을 하려고하면 구독이 안되어있다고 뜨고 그러네요 환불도 안되고.,0,0,0.0
뭔 이유인지는 모르겠지만 갑자기 크롬캐스트랑 연결 안댐...크롬캐스트 문제가 아니냐고요?? 넷플릭스는 겁나 잘됩니다 ㅋㅋ 고치면 별점 바꿔드림,1,1,1.0
돈내고 서비스 받는데 내가 보고싶은 것도 못봄 오류가 이번이 첨도 아님 pooq시절부터 봣는데 밥먹듯 오류나고 그럼 결제는 더 안할 예정,0,0,0.0
접속문제 좀 고쳐주세요 와이파이든 데이터든 다 잘터지고 심지어 유튜브도 잘되는데 넷플릭스만 안돼요. 빠른 수정부탁드립니다,1,1,1.0
"동영상 시청하다가 갑자기 오류라고 창이 뜨고 나갔다 들어왔더니 이번엔 네트워크가 원활하지 않다고 뜨네요. 어이가 없어서................. 데이터 삭제도 해봤고 앱도 지우고 다시 깔아봤는데도 똑같네요! 전반적으로 최근 리뷰 보니까 대부분의 평들이 '재생이 되지 않는다, 싱크가 안 맞는다, 앱에 들어가 지지 않는다.' 인데 이건 사용자가 문의할 것이 아닌 앱 자체에서 해결해야 할 문제 아닌가요?! 빠른 조치 부탁드립니다!",1,1,1.0
왜 티비랑 연결이 됐다안됐다 하는거지요?! 티비로 연결해 보려고 신청한건데.. 뭐가 문제 인가요??,0,0,0.0
님들 이거 깔지마셈 같자기 폰꺼지고 소리만들리고 영상 끊기고 뭐 하나 집중 할 수가 없어요 짜증나서 1점 드립니다 너무 자주 끊겨요,0,0,0.0
코인으로 사야된다고 하고 코인은 1000원에 1500원이네 그리고 코인에 유효기간까지 있고 ㅋㅋㅋㅋㅋㅋ 그리고 다운로드도 안되게 하고 ㅋㅋ 이게 뭔 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 돈에 미친앱이네 돈에 미친,0,0,0.0
아 진짜 여기 개판 입니다. 일단 티비로 보고싶으신분 아주 비추에요 딜라이브h5셋탑박스 구글스토어 가도 다운안됩니다.웨이브는 되던데...아그리고 노트북도 안되네요. 노트북에서 티비연결하려고 했더니 ㅡㅡ 모바일로만 보라는건지.. 집 데스크탑은 가능요 코로나로 고객센터 연결안되고 게시판만 가능한데 노트북에서 재생이 안되어서 문의하니 크롬브라우저 사용하라고 하네요 이미 크롬 사용중인데 그래도 안된다 하니 또 복사해서 똑같은 답변만 옵니다 크롬 사용하라고.. 답변도 완전 늦게와요 보통 하루이상 걸림.. 결제하고 노트북에서 3일이상 못쓰고 있어요. 쭉하려 했는데 성질나서 못하겠네요. 진짜 비추합니다. 고객센터 엉망이에요. 차라리 웨이브보세요.,1,1,2.0
"이거 진짜 장난하십니까? 영화나 만화 좀 보려고하면 튕기고, TV연결해서 보려고 하면 재생도 안되고 이거 저번부터 그러는데 오류 좀 빨리 고쳐주세요, 이런 오류가 계속 되면 누가 결제해서 보고싶습니까.",0,0,0.0
오류가 자꾸 나네요 (앱자체가 안들어가져요)하루종일 기다려달래요 ;; 돈 주고 보기 아까워질라합니다,0,0,0.0
자동결제 요금제 변경도 못해 ui 촌스러워 왓챠처럼 배우 이름 눌러서 필모보지도 못해 영화 콘텐츠도 딸려 걍 공중파빼면 시체 근데 공중파도 볼거없음,0,0,0.0
저도 모르는 새에 구독한 적도 없는데 구독요금이 매달 5900원씩 나가고 있었네요 심지어 앱도 깐 적이 없어서 해지할려고 까는 중입니다,0,0,0.0
기대감을 가지고 친구들과 같이 왓챠를 깔았는데 저만 실행이 안되요. 폰이랑 태블릿에 깔았는데 검은 바탕에 빨간색 글씨로 쓰며진 왓챠만 뜨고 터치를 해도 삭제하고 다시 깔아도 안되네요. 원인을 알고 싶어요. 저의 기대감이 점차 슬픔과 원망과 서러움으로 변하고 있어요. 분노로 바뀌기 전에 꼭!!! 답변이 왔으면 좋겠습니다.,0,0,0.0
월 정액제 너무 비싸요. The monthly subscription is too expensive.,0,0,0.0
"토트넘 노리치 손흥민 득점왕여부가 가려지는 경기에서 서버 터지고 로그인 오류뜨는데, 중요한 경기마다 너무 짜증나네요",1,1,1.0
업데이트 이후로 앱에 들어가면 대기화면에서 멈춰있어요. 앱을 지우고 다시 설치해 봤는데도 계속 그러네요. 와이파이도 연결 잘 돼있고 데이터 써봐도 그대로예요. 해결 해주세요.,1,1,1.0
이용권 해지했는데 실수로 이벤트 눌렀는데 바로 적용되니깐 당황스럽...^;; 캐시 만료일까지 기다려야하나요..,0,0,0.0
티빙에서는번외수사가7회가나오지않네요원래는처음부터12회까지아니가요확인했는데또같네요8회까지는되는또9회부터되지않는이유는뭘죠10회까지나왔는또그렇네요제가말하면한편씩나오고제가말하지않으면그대로나오네요그렇지않나요말좀하세요그렇다고아니면미안하다고말좀하라고요제가화가나네요다시말하는데10회까지는되는데11회는언제되나요VoD는요금나오찮아요그리고11회는언제나요아직도11회는나오지않나요VoD미안하지만우리언니는요금나오는것싫어하구요저도싫어하네요11회82나오게해주세요많이화가나네요볼때마다광고고가나오있네요줄이세요,0,0,0.0
서버를 늘리는 방법도 있다던데 혹시 그러면 해결되는 문제인가요? 빨리 오류 해결해주시고 사람들 피해배상도 해주시면 깔끔할 것 같습니다.,0,0,0.0
시청중 콘텐츠 삭제 안되는 버그좀 고쳐주세요 몇달째 안고치네요.. 아이유 광고로 쓰면서 이런 자잘한 버스조차 고쳐지지 않으니 아이유 보고 들어왔다가 최악의 서비스때문에 나가는 사람 태반인거같네요,1,1,2.0
갤럭시 노트20 울트라 사용중인데 어플 접속도 3일째 안됨. 오류라고 뜨는데 언제 고칠련지 ㅋㅋ,1,1,2.0
"밝기조절 음량조절이 말도안되게 불편. 이런 후퇴되는 업데이트는 누가 컨펌하는지, 사용은 해보고 승인한것인지 본인들이 만든 어플인데 써보고 업뎃하는지 매우궁금 수정했다고 메일와서 다시해봤지만 그대로, 이정도면 불통이라고봐도 좋을듯 그냥 기존대로 돌려주세요",1,2,2.0
앱이 최적화가 안되었는지 동영상 재생에 자꾸만 문제가 생기네요 한두번도 아니고 여러번 오작동을 일으킬 정도면 문제가 크다는 건데 돈 내고 이런 오류 투성이의 앱을 사용하고 싶은 생각은 안드네요,1,3,1.0
글쎄요 알려주신대로 해도 로딩이 수천번이네요 한동안 그래도 캐시삭제하면 잠깐은 제대로 된다 싶더니 그마저도 하루에 5번은 계속 반복해서 삭제해야 잠깐 무난히 볼수있는정도고 이젠 그마저도 안먹히고 캐시를 삭제하고 데이터를 삭제하고 앱을 삭제했다 깔고 폰을 재부팅하고 와이파이를 껐다 켜도 로딩만 3초에 한번씩 걸립니다 두번보려다간 분조장생기겠네요,1,3,3.0
"태블릿으로 티빙 이용하고 있는데 어플은 기기와 호환되지 않는다고 깔리지 않습니다. 그래서 네이버나 크롬으로 웹 접속해서 영상을 보거든요? 아니 근데 왜 자꾸 앱으로 접속하라고 페이지 띄웁니까? 앱은 안 깔리는데 영상 시청 페이지로 갈 수가 없어서 웹페이지에서도 영상을 볼 수가 없습니다; 어플이 깔리도록 하시든가 모바일 웹페이지에서 어플 설치를 강요하지를 마시든가 좀 하세요; 어플 호환이 안 될 수도 있고 구버전 지원이 안 될 수도 있는데, 그럼 웹페이지에서도 편히 시청할 수 있게 둬야하는 거 아닙니까? 어제 저녁까지는 간간히 어플 설치 페이지가 떠서 새로고침이나 재접속을 하면 그나마 다시 영상 시청이 가능했는데 어제 저녁 이후로는 티빙 페이지에 접속만 해도 어플 설치 강요 페이지에서 다른 페이지로 넘어가지지를 않습니다. 모바일에서 웹페이지로 편하게 영상 시청할 수 있도록 페이지 수정 좀 전달해주십쇼. 아니면 어플 다운로드가 가능하게 해주시든가요.",1,1,2.0
영상 재생시 소리만 들을 수는 없나요? 시즌앱에는 소리만 듣기 모드가 있거든요 화면을 보지 않아도 소리만 들을 수 있게 해 주세요,1,2,3.0
"별 하나도 아깝습니다. 너무 버퍼링이 심합니다. 집에 노트10. S20, 탭 등을 TV랑 미러링해서 보는데 다 똑갔습니다. 술도녀도 욕하면서 겨우 참고 봤었고, 혹시나 해서 백수세끼 보려는데 역시나 버퍼링 때문에 또 욕이 한움큼 나옵니다. 1년치 구독해놨어서 안보려니 욕나오고, 보면 또 욕나오고. TVING 버퍼링 문제는 여기저기 나오고, 여기에도 질문이 많은데 기계적인 1:1 문의 같은 답변말고 근본적으로 해결을 해주기 바랍니다.",1,3,4.0
"""청의 엑소시스트"" 라는 애니를 보는데요. 계속 영상에 문제가 있다면서 폰 끄고 다시 키라고 그러고 다시 키고 영상을 보다가 폰을 끄면 바로 다시 전원을 끄라네요. 뭐 어떡해 보라는 건지? 오늘만 폰 11번째 끄네요. 넥플 꽝!",1,3,2.0
팝업창 누르면 창이 꺼진다고 올렸던 사람이에요 캐시데이터앱삭제 다하고 다시깔고 해봤어요 똑같아요 대여섯번 누르다가 겨우 될때있고 내폰만 그런가싶어 남편것도 해봤는데 똑같은 증상 아무래도 웨이브측앱이 문제인듯합니다.할인도없이 만원넘게 결제하고있는데 이번달 결제시까지 안되면 그냥 해지할래요..,1,1,2.0
업뎃 개별로ㅠㅠㅠ제발 가로로 스크롤 하게 하지 말아주세요 가독성 개불편함 글고 다본작품 이어서보기 찜한작품 한 곳에 있는 거 좋았는데...제발 원래대로 해주세요 넷플이랑 다르게 한번에 가독성있게 쫙 볼 수 있는게 왓챠 장점이라 왓챠 이용했는데...,1,2,3.0
잘 이용했는데 해지신청후 고객센터에 통화후 전화연결해지가 안돼요 그리고 해지후 공동이용자가 재시작이 가능해요 조심하세요 확인절차도 없고 재시작 클릭하면 환불도 못해준다네요,0,0,0.0
프로그램이 무거운건 둘째치고 모바일에서 영상이 자동회전되지 않는다 넷플 디플 웨이브 티빙 쿠플중에 이 기능이 제공되지 않는 건 쿠플이 유일하다,1,2,1.0
영상 시청하는데 로딩만 자꾸 되고 영상이 재생되지가 않네요. 며칠째 이러는지 이럴거면 해지하고 다른거 쓰는게 낫겠네요.,1,3,1.0
진짜...진짜 욕나와요 돈내고 보는데 한두번도 아니고 지난번에는 간편라이브 지들맘대로 하더니ㅡ오늘은 무조건 소문이만 보라내 다른거 보고싶다고 누르면맘대로 꺼저버리고 이짓을 한시간 넘게 반복했는데 어플은 그냥 꺼져버리고 진짜 짜증나네요....왜 유료죠??,0,0,0.0
돈주고 영상보는데 라이브만 제공가능한게 말인가요. 서버접속자가 많아서 돈내고 회원가입한 사람들이 못보다니요. 서버증축부터 똑바로 하고 영상보는데 불편함 없게 해주세요 그리고 작년부터 이용해오던 기존회원인데 개편되면서 금액 그대로 이용된다고하더니 자동결제인데 저절로 취소 됐더라고요? 그래서 일단은 재결제했는데 고객센터는 연락도 안닿고 어떻게 처리되는겁니까,0,0,0.0
"15초,,길게는 2분동안,,, 광고는 한번도 안끊기고 잘 나오면서 방송은 한번 끊기면 계속 무한로딩,,, 다시 시작하면 또 광고부터 ,,안끊기고 잘~~~~ 나오다 방송시작하면 또 로딩로딩,,,,삭제하고싶어집니다",1,3,2.0
결제하자마자 오류나서 접속 불량나네요.. 갤럭시 a90모델인데 결제는 잘되더니 보려고하니 집속되다 끊어집니다. 빠른처리부탁드리며 접속 불량에 대한 답변 부탁드려요,1,1,2.0
아니 저 결제하기 모르고 취소안해서 카드에 돈 들어오자마자 바로 빠져나간것같아요 환불 좀 해주세요;;,0,0,0.0
"여태껏 잘보고 있었는데 계속 영상이 끊기는 이유는 뭐죠? 데이터 캐시 삭제, 어플 삭제 후 재설치 했는데도 개선이 안되네요. 빨리 해결해 주세요..",1,3,1.0
결제 후에 들어갔는데 창이 안뜨고 다시 꺼져요... 어쩌라는거죠 보라는건가요 말라는 건가요 환불 어떻게 하라는 거죠,0,0,0.0
